id_cliente,ano_mes,segmento_cliente,renda_mensal,limite_credito,valor_fatura,pagamento_realizado,atraso_dias,tempo_relacionamento_meses,inadimplente_mes_seguinte,cancelou_cartao_3m
27,2024-02,varejo,5978.20,29367.61,3203.19,2047.63,11,33,0,1
27,2024-03,varejo,5813.00,29367.61,3782.24,3708.43,0,34,0,1
27,2024-04,varejo,5967.70,29367.61,4154.22,4154.22,0,35,0,1
27,2024-05,varejo,6000.55,29367.61,6306.42,6306.42,0,36,0,0
27,2024-06,varejo,6301.51,29367.61,3999.24,3904.60,0,37,0,0
28,2024-01,varejo,3221.89,17570.92,724.27,724.27,0,12,0,0
28,2024-02,varejo,3606.18,17570.92,3842.38,3779.80,0,13,0,0
28,2024-03,varejo,3388.06,17570.92,3005.79,2475.21,7,14,0,0
28,2024-04,varejo,3426.62,17570.92,1601.90,1601.90,0,15,0,0
28,2024-05,varejo,3504.84,17570.92,3261.79,2480.59,14,16,0,0
28,2024-06,varejo,3498.43,17570.92,3548.86,3293.17,0,17,0,0
29,2024-01,varejo,4197.33,22586.46,1749.91,1749.91,0,7,0,1
29,2024-02,varejo,4313.36,22586.46,4078.10,4021.18,0,8,0,0
29,2024-03,varejo,4189.86,22586.46,3813.65,3780.99,0,9,0,0
29,2024-04,varejo,4034.12,22586.46,3259.52,3239.33,0,10,0,0
29,2024-05,varejo,4258.69,22586.46,4235.18,4235.18,0,11,0,0
29,2024-06,varejo,3935.82,22586.46,1498.05,1464.14,0,12,0,0
30,2024-01,varejo,2839.72,13992.61,3002.95,3002.95,0,17,0,0
30,2024-02,varejo,2771.33,13992.61,2367.46,2271.49,0,18,0,0
30,2024-03,varejo,2764.55,13992.61,1081.02,1058.02,0,19,0,0
30,2024-04,varejo,2830.02,13992.61,941.53,913.40,0,20,0,0
30,2024-05,varejo,2804.27,13992.61,2152.69,2099.53,0,21,0,0
30,2024-06,varejo,2961.28,13992.61,922.73,881.39,0,22,0,0
31,2024-01,varejo,6556.55,34138.14,3174.85,3078.26,0,28,0,1
31,2024-02,varejo,6279.41,34138.14,6467.01,6467.01,0,29,0,0
31,2024-03,varejo,6469.23,34138.14,1775.72,1775.72,0,30,0,0
31,2024-04,varejo,6517.01,34138.14,1475.12,807.21,15,31,1,0
31,2024-05,varejo,6308.80,34138.14,4664.24,4625.98,0,32,0,0
31,2024-06,varejo,6390.97,34138.14,4731.08,4230.32,0,33,0,0
32,2024-01,premium,2239.31,4873.02,1609.79,1583.15,0,12,0,0
32,2024-02,premium,2229.97,4873.02,1680.30,1628.01,0,13,0,0
32,2024-03,premium,2158.95,4873.02,1894.00,1854.67,0,14,0,0
32,2024-04,premium,2192.38,4873.02,2323.01,1885.26,12,15,0,0
32,2024-05,premium,2296.42,4873.02,532.67,325.18,11,16,0,0
32,2024-06,premium,2226.77,4873.02,541.65,504.54,0,17,0,0
33,2024-01,varejo,5820.20,17378.72,3264.97,3264.97,0,9,0,1
33,2024-02,varejo,6017.20,17378.72,6490.72,6164.07,0,10,0,0
33,2024-03,varejo,6181.84,17378.72,3098.19,2982.62,0,11,0,0
33,2024-04,varejo,5835.11,17378.72,4657.77,4642.91,0,12,0,0
33,2024-05,varejo,5869.17,17378.72,3788.83,3725.41,0,13,0,0
33,2024-06,varejo,6221.17,17378.72,3241.51,3177.38,0,14,0,0
34,2024-01,varejo,3577.92,16318.26,784.94,744.95,0,51,0,1
34,2024-02,varejo,3637.31,16318.26,984.80,984.80,0,52,0,1
34,2024-03,varejo,3527.69,16318.26,1775.49,1775.49,0,53,0,1
34,2024-04,varejo,3699.62,16318.26,2733.32,2665.93,0,54,0,0
34,2024-05,varejo,3792.41,16318.26,940.49,939.54,0,55,0,0
34,2024-06,varejo,3550.85,16318.26,3215.38,2973.24,0,56,0,0
35,2024-01,varejo,7038.42,39029.49,5996.03,3924.08,22,24,0,0
35,2024-02,varejo,7377.09,39029.49,2348.55,2278.16,0,25,0,1
35,2024-03,varejo,7008.23,39029.49,4721.75,3120.96,12,26,0,1
35,2024-04,varejo,7358.71,39029.49,2226.35,2183.16,0,27,0,1
35,2024-05,varejo,6925.99,39029.49,2926.74,2243.28,23,28,0,0
35,2024-06,varejo,6964.65,39029.49,5972.22,5972.22,0,29,0,0
36,2024-01,varejo,5870.85,11749.80,6357.67,5708.01,0,36,0,0
36,2024-02,varejo,5513.85,11749.80,5927.85,3790.46,20,37,0,0
36,2024-03,varejo,5862.17,11749.80,6053.38,3018.89,15,38,1,0
36,2024-04,varejo,5450.76,11749.80,3717.05,3676.66,0,39,0,0
36,2024-05,varejo,5693.89,11749.80,1161.48,808.09,15,40,0,0
36,2024-06,varejo,5817.12,11749.80,3308.69,3181.96,0,41,0,0
37,2024-01,varejo,10626.30,40343.70,6337.82,6251.09,0,32,0,0
37,2024-02,varejo,10413.47,40343.70,5197.75,4974.28,0,33,0,1
37,2024-03,varejo,9579.65,40343.70,7461.08,7252.46,0,34,0,1
37,2024-04,varejo,9802.57,40343.70,7130.89,7013.66,0,35,0,1
37,2024-05,varejo,10234.91,40343.70,9547.60,9005.67,0,36,0,0
37,2024-06,varejo,10388.19,40343.70,9999.29,8117.79,6,37,0,0
38,2024-01,varejo,5747.02,27144.90,2536.94,1251.25,29,44,1,1
38,2024-02,varejo,5751.84,27144.90,2405.81,1542.41,28,45,0,0
38,2024-03,varejo,6010.46,27144.90,5740.94,5544.40,0,46,0,0
38,2024-04,varejo,5648.11,27144.90,6086.91,6012.01,0,47,0,0
38,2024-05,varejo,5839.56,27144.90,4492.80,4287.41,0,48,0,0
38,2024-06,varejo,5762.74,27144.90,1476.34,1007.36,13,49,0,0
39,2024-01,varejo,1863.04,3861.09,1401.97,1312.38,6,45,0,0
39,2024-02,varejo,1760.63,3861.09,865.77,661.08,9,46,0,0
39,2024-03,varejo,1864.08,3861.09,1999.61,1976.85,0,47,0,0
39,2024-04,varejo,1863.56,3861.09,951.24,947.80,0,48,0,0
39,2024-05,varejo,1835.89,3861.09,1730.49,1698.57,0,49,0,0
39,2024-06,varejo,1788.52,3861.09,1202.19,621.07,27,50,1,0
40,2024-01,varejo,3841.91,13946.89,2906.18,1835.65,24,19,0,0
40,2024-02,varejo,3762.82,13946.89,2312.79,1540.03,18,20,0,0
40,2024-03,varejo,3931.75,13946.89,3677.48,2445.26,9,21,0,1
40,2024-04,varejo,3991.81,13946.89,2564.38,1514.02,29,22,1,1
40,2024-05,varejo,3753.76,13946.89,4015.07,2615.48,17,23,0,1
40,2024-06,varejo,3710.25,13946.89,3590.57,3496.52,0,24,0,0
41,2024-01,varejo,2294.63,12427.78,652.15,648.49,0,51,0,1
41,2024-02,varejo,2247.59,12427.78,611.65,607.98,0,52,0,0
41,2024-03,varejo,2138.24,12427.78,1277.78,1262.00,0,53,0,0
41,2024-04,varejo,2186.65,12427.78,2317.77,1694.80,8,54,0,0
41,2024-05,varejo,2262.64,12427.78,607.40,599.95,0,55,0,0
41,2024-06,varejo,2258.59,12427.78,1985.34,1861.94,0,56,0,0
42,2024-01,premium,3176.33,14466.42,1968.48,1864.61,0,24,0,1
42,2024-02,premium,3117.47,14466.42,2299.16,2299.16,0,25,0,1
42,2024-03,premium,3056.65,14466.42,1822.96,1764.64,0,26,0,0
42,2024-04,premium,3248.33,14466.42,2199.59,2128.80,0,27,0,0
42,2024-05,premium,2991.61,14466.42,3247.45,1802.74,29,28,1,0
42,2024-06,premium,3045.99,14466.42,2720.13,2705.27,0,29,0,0
43,2024-01,varejo,8695.53,25126.64,2701.09,2701.09,0,50,0,1
43,2024-02,varejo,8474.36,25126.64,6087.73,4217.05,18,51,0,1
43,2024-03,varejo,8665.19,25126.64,2431.88,2387.34,0,52,0,1
43,2024-04,varejo,8443.79,25126.64,2075.84,2075.84,0,53,0,0
43,2024-05,varejo,8140.58,25126.64,8855.70,8855.70,0,54,0,0
43,2024-06,varejo,8309.84,25126.64,3804.83,1557.18,26,55,1,0
44,2024-01,varejo,5537.29,29770.51,4115.64,4001.83,0,26,0,0
44,2024-02,varejo,5248.16,29770.51,4334.07,4211.23,0,27,0,1
44,2024-03,varejo,5539.00,29770.51,4437.07,4142.10,0,28,0,1
44,2024-04,varejo,5417.41,29770.51,2858.23,2778.76,0,29,0,1
44,2024-05,varejo,5195.02,29770.51,4523.09,4523.09,0,30,0,0
44,2024-06,varejo,5777.54,29770.51,3975.06,2271.88,19,31,1,0
45,2024-01,premium,2825.80,9566.68,3008.03,2859.58,0,9,0,0
45,2024-02,premium,3058.38,9566.68,3028.87,2937.32,0,10,0,0
45,2024-03,premium,2829.33,9566.68,2531.09,1502.76,26,11,1,0
45,2024-04,premium,2825.67,9566.68,675.27,578.26,5,12,0,0
45,2024-05,premium,2984.47,9566.68,2718.96,2672.89,0,13,0,0
45,2024-06,premium,2700.74,9566.68,2380.90,2380.90,0,14,0,0
46,2024-01,premium,2297.84,13043.75,1604.24,1604.24,0,46,0,1
46,2024-02,premium,2410.87,13043.75,1413.56,1396.55,0,47,0,1
46,2024-03,premium,2416.01,13043.75,2068.31,1572.49,17,48,0,0
46,2024-04,premium,2487.56,13043.75,2090.97,2090.97,0,49,0,0
46,2024-05,premium,2396.44,13043.75,2407.08,2384.70,0,50,0,0
46,2024-06,premium,2387.53,13043.75,485.15,323.29,11,51,0,0
47,2024-01,varejo,4257.40,12994.35,3217.00,2471.15,11,4,0,1
47,2024-02,varejo,4123.59,12994.35,3029.83,2955.23,0,5,0,1
47,2024-03,varejo,4115.45,12994.35,2191.67,2069.94,0,6,0,1
47,2024-04,varejo,4192.21,12994.35,4534.23,4534.23,0,7,0,0
47,2024-05,varejo,4079.93,12994.35,1502.04,1502.04,0,8,0,0
47,2024-06,varejo,4154.63,12994.35,3850.00,3837.40,0,9,0,0
48,2024-01,varejo,2089.78,9495.14,1019.70,1005.52,0,47,0,0
48,2024-02,varejo,2124.92,9495.14,515.65,498.72,0,48,0,0
48,2024-03,varejo,2139.84,9495.14,1481.00,1481.00,0,49,0,0
48,2024-04,varejo,2069.52,9495.14,492.35,394.19,6,50,0,0
48,2024-05,varejo,2056.14,9495.14,1513.47,1443.09,0,51,0,0
48,2024-06,varejo,2245.86,9495.14,1761.23,1761.23,0,52,0,0
49,2024-01,varejo,2803.72,10259.99,2353.67,2196.74,0,5,0,1
49,2024-02,varejo,3002.55,10259.99,1002.35,983.85,0,6,0,1
49,2024-03,varejo,2982.36,10259.99,1815.08,1120.71,16,7,0,1
49,2024-04,varejo,2860.09,10259.99,1603.34,1518.33,0,8,0,0
49,2024-05,varejo,2710.93,10259.99,1251.19,962.00,13,9,0,0
49,2024-06,varejo,2800.79,10259.99,2713.99,2560.97,0,10,0,0
50,2024-01,varejo,4735.29,14490.24,1268.96,1213.52,0,14,0,1
50,2024-02,varejo,4577.25,14490.24,3471.92,2714.31,11,15,0,0
50,2024-03,varejo,4642.77,14490.24,2471.00,2427.55,0,16,0,0
50,2024-04,varejo,4565.67,14490.24,3212.72,3212.72,0,17,0,0
50,2024-05,varejo,4803.14,14490.24,2604.51,2604.51,0,18,0,0
50,2024-06,varejo,5074.41,14490.24,3227.25,3009.01,0,19,0,0
51,2024-01,varejo,6965.43,39530.35,3010.79,3010.79,0,37,0,1
51,2024-02,varejo,7067.12,39530.35,4851.60,4725.63,0,38,0,0
51,2024-03,varejo,6855.48,39530.35,3382.45,3382.45,0,39,0,0
51,2024-04,varejo,7325.15,39530.35,1630.40,1630.40,0,40,0,0
51,2024-05,varejo,6927.22,39530.35,3439.38,3116.05,9,41,0,0
51,2024-06,varejo,6867.49,39530.35,5315.32,5315.32,0,42,0,0
52,2024-01,varejo,5182.82,14915.67,1627.23,1583.91,0,56,0,1
52,2024-02,varejo,5472.13,14915.67,1936.32,1463.10,7,57,0,1
52,2024-03,varejo,5337.42,14915.67,3403.21,3304.49,0,58,0,0
52,2024-04,varejo,5579.13,14915.67,3547.66,3501.75,0,59,0,0
52,2024-05,varejo,5240.07,14915.67,3297.54,3217.93,0,60,0,0
52,2024-06,varejo,5371.29,14915.67,2206.74,2156.38,0,61,0,0
53,2024-01,premium,1376.62,2975.70,471.15,435.27,0,26,0,0
53,2024-02,premium,1228.22,2975.70,948.10,666.13,6,27,0,0
53,2024-03,premium,1288.00,2975.70,539.77,508.27,0,28,0,0
53,2024-04,premium,1287.41,2975.70,460.36,344.74,20,29,0,0
53,2024-05,premium,1243.24,2975.70,826.75,591.53,5,30,0,0
53,2024-06,premium,1296.02,2975.70,1308.36,1219.60,0,31,0,0
54,2024-01,varejo,4511.09,15685.08,1566.75,1523.94,0,9,0,0
54,2024-02,varejo,4613.29,15685.08,4874.01,4778.36,0,10,0,0
54,2024-03,varejo,4781.62,15685.08,4408.16,4408.16,0,11,0,1
54,2024-04,varejo,4712.89,15685.08,3356.99,3205.48,0,12,0,1
54,2024-05,varejo,4755.73,15685.08,1465.84,1465.84,0,13,0,1
54,2024-06,varejo,4648.25,15685.08,3417.53,3264.20,0,14,0,0
55,2024-01,varejo,4309.60,20196.70,4195.20,4033.51,0,16,0,0
55,2024-02,varejo,4017.97,20196.70,1385.43,1347.17,0,17,0,0
55,2024-03,varejo,4239.29,20196.70,1377.74,1303.73,0,18,0,0
55,2024-04,varejo,4201.42,20196.70,2914.18,1910.82,14,19,0,0
55,2024-05,varejo,4272.54,20196.70,2874.83,2874.83,0,20,0,0
55,2024-06,varejo,4108.44,20196.70,1135.52,1135.52,0,21,0,0
56,2024-01,premium,4944.89,25728.48,4026.56,3782.15,0,54,0,1
56,2024-02,premium,4692.01,25728.48,2384.47,2303.75,0,55,0,1
56,2024-03,premium,5006.33,25728.48,2713.15,2666.39,0,56,0,1
56,2024-04,premium,4897.35,25728.48,3051.92,2628.17,6,57,0,0
56,2024-05,premium,4905.02,25728.48,3091.46,3091.46,0,58,0,0
56,2024-06,premium,5006.55,25728.48,3099.19,2960.58,0,59,0,0
57,2024-01,varejo,8954.48,53802.53,5082.90,4855.50,0,44,0,1
57,2024-02,varejo,8271.30,53802.53,5981.72,5981.72,0,45,0,1
57,2024-03,varejo,8969.29,53802.53,2754.76,1694.74,14,46,0,1
57,2024-04,varejo,9123.21,53802.53,2682.08,2565.83,0,47,0,0
57,2024-05,varejo,9472.81,53802.53,7586.44,4389.34,22,48,1,0
57,2024-06,varejo,9121.91,53802.53,3178.25,3178.25,0,49,0,0
58,2024-01,varejo,1382.95,4541.55,518.23,518.23,0,8,0,1
58,2024-02,varejo,1392.93,4541.55,1139.97,928.42,6,9,0,0
58,2024-03,varejo,1419.47,4541.55,861.67,841.43,0,10,0,0
58,2024-04,varejo,1351.58,4541.55,472.25,472.25,0,11,0,0
58,2024-05,varejo,1470.73,4541.55,1338.58,787.16,18,12,1,0
58,2024-06,varejo,1421.69,4541.55,828.58,785.38,0,13,0,0
59,2024-01,varejo,2930.87,10809.90,603.40,469.73,26,24,0,0
59,2024-02,varejo,2973.90,10809.90,2033.55,1341.60,11,25,0,0
59,2024-03,varejo,3090.56,10809.90,2319.31,2310.54,0,26,0,0
59,2024-04,varejo,3165.80,10809.90,3013.79,2980.70,0,27,0,0
59,2024-05,varejo,3025.94,10809.90,2512.40,2433.03,0,28,0,0
59,2024-06,varejo,3121.41,10809.90,771.11,740.23,0,29,0,0
60,2024-01,varejo,5520.86,13691.51,1414.71,1143.21,6,18,0,1
60,2024-02,varejo,5362.24,13691.51,4358.58,4299.56,0,19,0,0
60,2024-03,varejo,5455.70,13691.51,4109.47,4109.47,0,20,0,0
60,2024-04,varejo,5094.78,13691.51,4054.24,2620.29,15,21,0,0
60,2024-05,varejo,5297.93,13691.51,3562.49,2948.06,17,22,0,0
